state_county_name,precipitation_in,rain_days,usgs_runoff_in
Utah-San Juan,11.4,50.1,1.175
Utah-Sanpete,18.67,78.6,4.929
Utah-Sevier,17.57,72.8,2.864
Utah-Summit,25.66,90.7,13.571
Utah-Tooele,10.95,54.1,3.162
Utah-Uintah,11.72,51.1,3.362
Utah-Utah,19.73,80.6,5.242
Utah-Wasatch,24.11,88.1,10.3
Utah-Washington,15.17,48.8,1.788
Utah-Wayne,10.21,49.1,2.42
Utah-Weber,27.56,88.3,6.831
Vermont-Addison,39.48,123.4,26
Vermont-Bennington,53.05,139,26.455
Vermont-Caledonia,41.69,141.2,22.5
Vermont-Chittenden,39.35,140.4,26.25
Vermont-Essex,44.09,148.1,22.5
Vermont-Franklin,43.74,148.6,25
Vermont-Grand Isle,35.01,135,20
Vermont-Lamoille,47.44,153.3,27.5
Vermont-Orange,38.66,131.7,22.5
Vermont-Orleans,45.46,161.9,25
Vermont-Rutland,44.45,127.7,26.25
Vermont-Washington,43.29,141.1,25
Vermont-Windham,49.91,130.9,25.2
Vermont-Windsor,43.47,131.2,26.25
Virginia-Accomack,44.99,97.6,15.333
Virginia-Albemarle,45.9,103.7,16.8
Virginia-Alexandria,45,97.8,15
Virginia-Alleghany,39.45,112.6,15.667
Virginia-Amelia,45,97.8,15.75
Virginia-Amherst,44.79,98.3,16.6
Virginia-Appomattox,45,97.8,13.667
Virginia-Arlington,45,105.1,15
Virginia-Augusta,40.51,104.8,15
Virginia-Bath,44.94,116.8,18
Virginia-Bedford,45.46,102,14
Virginia-Bedford City,45,99.3,14
Virginia-Bland,37.62,124.2,17.333
Virginia-Botetourt,43.22,109.8,15
Virginia-Bristol,45,135,20
Virginia-Brunswick,45,97.8,12
Virginia-Buchanan,45.02,132.1,17
Virginia-Buckingham,45,97.7,13.667
Virginia-Buena Vista,35.01,97.8,14
Virginia-Campbell,45,98.9,13
Virginia-Caroline,45,99.3,14
Virginia-Carroll,44.5,102.6,20.667
Virginia-Charles City,45,101.2,14
Virginia-Charlotte,45,97.1,12
Virginia-Charlottesville,45,112.4,16.8
Virginia-Chesapeake,46.18,97.8,15.5
Virginia-Chesterfield,45,97.8,14
Virginia-Clarke,35.23,97.8,13
Virginia-Clifton Forge,35.01,111.8,18
Virginia-Colonial Heights,45,97.8,14
Virginia-Covington,35.01,102.1,18
Virginia-Craig,37.73,111.4,15
Virginia-Culpeper,45,97.8,15.5
Virginia-Cumberland,45,97.8,12
Virginia-Danville,45,112.5,12
Virginia-Dickenson,45,122.9,18
Virginia-Dinwiddie,45,97.6,14
Virginia-Emporia,45,97.8,14
Virginia-Essex,45,102.8,14
Virginia-Fairfax,42.87,97.7,15
Virginia-Fairfax City,45,97.8,15
Virginia-Falls Chruch,45,107.8,15
Virginia-Fauquier,43.89,98.6,14.5
Virginia-Floyd,46.91,103.4,16.333
Virginia-Fluvanna,45,97.7,14
Virginia-Franklin,45,108.3,15.75
Virginia-Franklin City,45,97.8,14
Virginia-Frederick,35.03,100.9,13
Virginia-Fredericksburg,45,112.5,14
Virginia-Galax,45,97.8,20.667
Virginia-Giles,36.76,106.8,16.4
Virginia-Gloucester,45,102.5,14
Virginia-Goochland,45,97.8,14.5
Virginia-Grayson,46.95,109.7,22.75
Virginia-Greene,46.14,108.5,17.25
Virginia-Greensville,45,97.8,14
Virginia-Halifax,45,98.3,12
Virginia-Hampton,45,97.8,15
Virginia-Hanover,45,97.9,14
Virginia-Harrisonburg,35.01,108.6,13.875
Virginia-Henrico,45,97.8,14
Virginia-Henry,45,109.2,15
Virginia-Highland,43.07,127.5,18
Virginia-Hopewell,45,106.9,14
Virginia-Isle of Wight,45,100.1,14
Virginia-James City,45,112.5,14
Virginia-King and Queen,45,111.4,14
Virginia-King George,45,98.1,15.5
Virginia-King William,45,107.4,14
Virginia-Lancaster,45,97.8,14
Virginia-Lee,54.44,120.9,22.857
Virginia-Lexington,35.01,97.8,14
Virginia-Loudoun,42.66,95.7,14.4
Virginia-Louisa,45,97.8,14
Virginia-Lunenburg,45,96.4,12
Virginia-Lynchburg,45,97.8,16.6
Virginia-Madison,46.05,103.8,15.75
Virginia-Manassas City,35.01,83,15
Virginia-Manassas Park City,35.01,83,15
Virginia-Martinsville,45,112.5,15
Virginia-Mathews,45,97.8,14
Virginia-Mecklenburg,45,95.9,12
Virginia-Middlesex,45,98.5,14
Virginia-Montgomery,36.33,107.8,16.333
Virginia-Nelson,45.8,103.9,17.25
Virginia-New Kent,45,107.4,14
Virginia-Newport News,45,100.8,14
Virginia-Norfolk,45,97.8,15
Virginia-Northampton,45,97.8,15
Virginia-Northumberland,44.85,97.1,15.5
Virginia-Norton,45,135,21
Virginia-Nottoway,45,97.8,16.8
Virginia-Orange,45,97.8,15.75
Virginia-Page,37.95,102.9,13
Virginia-Patrick,51.41,108.9,17.333
Virginia-Petersburg,45,97.8,14
Virginia-Pittsylvania,45,108.4,13
Virginia-Poquoson City,45,97.8,15
Virginia-Portsmouth,45,97.8,15
Virginia-Powhatan,45,95.8,15.5
Virginia-Prince Edward,45,97.8,12
Virginia-Prince George,45,97.8,14
Virginia-Prince William,38.98,94.4,15
Virginia-Pulaski,35.14,97.3,17
Virginia-Radford,35.01,97.8,16.333
Virginia-Rappahannock,45,100.3,15
Virginia-Richmond,45,97.8,15.5
Virginia-Richmond City,45,97.8,14
Virginia-Roanoke,41.36,108.3,14.5
Virginia-Roanoke City,45,112.5,15
Virginia-Rockbridge,41.21,101.4,15
Virginia-Rockingham,36.24,107.6,13.875
Virginia-Russell,45.11,135,18
Virginia-Salem,42.52,109.3,15
Virginia-Scott,45.66,132.8,18.5
Virginia-Shenandoah,35.02,106.1,12
Virginia-Smyth,45.7,134.2,19
Virginia-South Boston,45,97.8,12
Virginia-Southampton,45,97.8,14
Virginia-Spotsylvania,45,98.7,14
Virginia-Stafford,44.65,99.7,14
Virginia-Staunton,35.01,97.8,15
Virginia-Suffolk,45,101.6,15
Virginia-Surry,45,100.8,14
Virginia-Sussex,45,92.9,14
Virginia-Tazewell,44.1,135,18
Virginia-Virginia Beach,45,97.8,16
Virginia-Warren,37.4,98.3,13
Virginia-Washington,45.4,134.1,21
Virginia-Waynesboro,40.31,97.8,15
Virginia-Westmoreland,45,97.8,15.5
Virginia-Williamsburg,45,112.5,14
Virginia-Winchester,35.01,97.8,12
Virginia-Wise,45.85,131.2,21
Virginia-Wythe,37.18,107.9,17
Virginia-York,45,105.3,14
Washington-Adams,9.91,70.7,0.567
Washington-Asotin,18.18,98.6,6.667
Washington-Benton,8.5,54.7,2.5
Washington-Chelan,45.07,117.2,23.237
Washington-Clallam,82.85,169,66.25
Washington-Clark,65.9,160.4,46.667
Washington-Columbia,28.71,111.1,11
Washington-Cowlitz,76.12,173.7,63.333
Washington-Douglas,11.04,65,1.74
Washington-Ferry,19.34,91,2.5
Washington-Franklin,8.5,63.2,0.35
Washington-Garfield,20.4,99.4,8.333
Washington-Grant,8.54,48.5,0.35
Washington-Grays Harbor,89.68,177.2,104
Washington-Island,26.76,135,15
Washington-Jefferson,87.63,173.4,60.455
Washington-King,71.68,168.8,55.455
Washington-Kitsap,51.51,146.4,30
Washington-Kittitas,37.23,106.7,22.456
Washington-Klickitat,23.72,87.4,12.012
Washington-Lewis,70.89,168.4,60
Washington-Lincoln,13.28,75.4,0.925
Washington-Mason,81.72,171.2,65.385
Washington-Okanogan,24.34,89.5,18.147
Washington-Pacific,91.65,179.4,68.889
Washington-Pend Oreille,38.61,132.8,19.167
Washington-Pierce,64.21,164.2,34
Washington-San Juan,32.78,135,54
Washington-Skagit,75.25,169.5,54
Washington-Skamania,87.99,167,62.5
Washington-Snohomish,78.14,174.4,57.667
Washington-Spokane,19.37,99.4,6.4
Washington-Stevens,25.19,104.6,4.333
Washington-Thurston,53.52,157.5,31.111
Washington-Wahkiakum,87.61,177.2,72
Washington-Walla Walla,15.91,84.4,4.814
Washington-Whatcom,72.17,168.3,57.273
Washington-Whitman,17.79,96.1,1.5
Washington-Yakima,26.84,84.7,18.4
West Virginia-Barbour,45.69,148.3,25
West Virginia-Berkeley,35.01,100.9,14
West Virginia-Boone,45,135,19
West Virginia-Braxton,45.77,135,25
West Virginia-Brooke,35.01,135,15
West Virginia-Cabell,45,135,15
West Virginia-Calhoun,45,135,20
West Virginia-Clay,45.13,135,25
West Virginia-Doddridge,45,135,16.333
West Virginia-Fayette,45.51,135,21
West Virginia-Gilmer,45,135,20
West Virginia-Grant,38.72,140.6,19.75
West Virginia-Greenbrier,46.45,132.2,22
West Virginia-Hampshire,35.02,112.3,14
West Virginia-Hancock,35.01,135,14.5
West Virginia-Hardy,35.15,114.6,14.429
West Virginia-Harrison,45,135.1,20
West Virginia-Jackson,44.8,135,17
West Virginia-Jefferson,35.04,99.2,12.667
West Virginia-Kanawha,45,135,21
West Virginia-Lewis,45.14,140.8,22.5
West Virginia-Lincoln,45,135,16
West Virginia-Logan,45,135,17
West Virginia-Marion,45,135,19
West Virginia-Marshall,43.26,135,16
West Virginia-Mason,45,135,16
West Virginia-McDowell,43.82,135,16.667
West Virginia-Mercer,35.66,134.4,17.429
West Virginia-Mineral,35.71,125,21.333
West Virginia-Mingo,45,134.2,16
West Virginia-Monongalia,45.01,136.7,20
West Virginia-Monroe,37.08,113.8,16.333
West Virginia-Morgan,35.13,101.3,14
West Virginia-Nicholas,50.97,137.5,30
West Virginia-Ohio,35.01,135,15.5
West Virginia-Pendleton,38.51,127.1,16.273
West Virginia-Pleasants,45,135,15
West Virginia-Pocahontas,51.24,145.6,28.333
West Virginia-Preston,52.35,162.7,27.5
West Virginia-Putnam,45,135,16
West Virginia-Raleigh,44.14,135,18
West Virginia-Randolph,56.15,165,32
West Virginia-Ritchie,45,135,18
West Virginia-Roane,45,135,19
West Virginia-Summers,36.87,132,16
West Virginia-Taylor,45,135,20
West Virginia-Tucker,57.81,164.9,28.333
West Virginia-Tyler,45,135,18
West Virginia-Upshur,50.94,163.6,30
West Virginia-Wayne,45,135,15
West Virginia-Webster,58.42,149.4,35
West Virginia-Wetzel,45,135,18
West Virginia-Wirt,45,135,17
West Virginia-Wood,40.41,134.3,16
West Virginia-Wyoming,43.88,135,17
Wisconsin-Adams,35.01,97.8,10
Wisconsin-Ashland,35.01,126.4,14
Wisconsin-Barron,35.01,97.8,9
Wisconsin-Bayfield,34.42,112.9,14
Wisconsin-Brown,28.25,101.2,8
Wisconsin-Buffalo,35.01,97.8,6
Wisconsin-Burnett,34.95,97.8,11
Wisconsin-Calumet,33.39,98.5,8
Wisconsin-Chippewa,35.01,97.8,9
Wisconsin-Clark,35.01,99.8,10
Wisconsin-Columbia,35.01,97.8,8
Wisconsin-Crawford,35.01,97.3,6
Wisconsin-Dane,35.01,98.2,8
Wisconsin-Dodge,35.01,99.9,8
Wisconsin-Door,34.96,110.9,17.25
Wisconsin-Douglas,33.1,104,14
Wisconsin-Dunn,34.96,96.9,7
Wisconsin-Eau Claire,35.01,97.8,8
Wisconsin-Florence,32.26,115.2,17.25
Wisconsin-Fond Du Lac,33.99,97.8,8
Wisconsin-Forest,35.01,118,12
Wisconsin-Grant,35.01,99.3,9
Wisconsin-Green,35.01,97.8,9
Wisconsin-Green Lake,35.01,97.8,10
Wisconsin-Iowa,35.01,98,9
Wisconsin-Iron,35.01,124.7,14
Wisconsin-Jackson,35.01,97.8,12
Wisconsin-Jefferson,35.01,98.8,8
Wisconsin-Juneau,35.01,98.4,10
Wisconsin-Kenosha,35.01,103.3,8
Wisconsin-Kewaunee,33,98.5,8
Wisconsin-La Crosse,35.01,97.8,9
Wisconsin-Lafayette,35.01,98.6,9
Wisconsin-Langlade,35.01,110.6,12
Wisconsin-Lincoln,35.01,111.4,12
Wisconsin-Manitowoc,28.8,98.7,12
Wisconsin-Marathon,35.01,109.3,10
Wisconsin-Marinette,33.04,107.4,12
Wisconsin-Marquette,35.01,96.5,10
Wisconsin-Menominee,35.01,101.5,12
Wisconsin-Milwaukee,35.01,107.4,8
Wisconsin-Monroe,35.01,97.8,10
Wisconsin-Oconto,34.97,105.6,10
Wisconsin-Oneida,35.01,114.4,12
Wisconsin-Outagamie,33.34,101,10
Wisconsin-Ozaukee,35.01,97.8,8
Wisconsin-Pepin,34.81,90.5,6
Wisconsin-Pierce,34.41,92.9,6
Wisconsin-Polk,35.01,97.8,8.5
Wisconsin-Portage,35.01,105.6,12
Wisconsin-Price,35.01,112.5,12
Wisconsin-Racine,35.01,102.5,8
Wisconsin-Richland,35.01,97.8,10
Wisconsin-Rock,35.01,97.8,8
Wisconsin-Rusk,35.01,105.6,11
Wisconsin-Sauk,35.01,97.7,10
Wisconsin-Sawyer,35.01,110,12
Wisconsin-Shawano,34.86,98.3,10
Wisconsin-Sheboygan,35.01,105.8,8
Wisconsin-St. Croix,35.01,96.2,6
Wisconsin-Taylor,35.01,109.5,10
Wisconsin-Trempealeau,35.01,97.8,7
Wisconsin-Vernon,35.01,97.5,10
Wisconsin-Vilas,35.01,121.9,14
Wisconsin-Walworth,35.01,107.4,8
Wisconsin-Washburn,33.67,103.3,12
Wisconsin-Washington,35.01,97.8,8
Wisconsin-Waukesha,35.01,98.4,8
Wisconsin-Waupaca,35.01,99.4,10
Wisconsin-Waushara,35.01,97.8,10
Wisconsin-Winnebago,35.01,98.5,9
Wisconsin-Wood,35.01,105.1,10
Wyoming-Albany,16.67,78.7,6.2
Wyoming-Big Horn,13.67,57.5,8.286
Wyoming-Campbell,16,69,0.2
Wyoming-Carbon,16.31,76.4,14.848
Wyoming-Converse,16.61,69.3,1.74
Wyoming-Crook,17.23,78.2,0.567
Wyoming-Fremont,14.86,57.1,14.042
Wyoming-Goshen,16,68.1,0.5
Wyoming-Hot Springs,13.16,53.4,6.6
Wyoming-Johnson,17.75,74.2,7.643
Wyoming-Laramie,16.01,76.4,0.75
Wyoming-Lincoln,20.58,84.8,11.917
Wyoming-Natrona,13.81,63.3,1.714
Wyoming-Niobrara,16,68.4,0.3
Wyoming-Park,24.15,92.7,13.111
Wyoming-Platte,16,69.9,1.167
Wyoming-Sheridan,18.81,85.5,5.7
Wyoming-Sublette,19.35,78.3,14.042
Wyoming-Sweetwater,8.93,47.3,2.125
Wyoming-Teton,38.96,137.7,22.5
Wyoming-Uinta,12.95,63.5,6.143
Wyoming-Washakie,12.64,58.5,2.667
Wyoming-Weston,16.68,70.1,0.517
